txn_id,timestamp,sender_account,sender_name,sender_ifsc,sender_bank,receiver_account,receiver_name,receiver_ifsc,receiver_bank,amount_inr,txn_type,source_case_id,flagged_suspicious,remarks
TXN0005137,2026-07-19 17:44:13,777666555444333,,KKBK0006789,Kotak Mahindra Bank,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,37500,HAWALA,,NO,
TXN0005138,2025-11-24 18:09:13,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,24500,HAWALA,,NO,
TXN0005139,2026-05-07 00:43:13,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,777666555444333,,KKBK0006789,Kotak Mahindra Bank,13000,CASH,,NO,
TXN0005140,2026-03-22 18:43:13,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,36000,CASH,,NO,
TXN0005141,2026-03-11 14:53:13,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,25500,IMPS,,NO,
TXN0005142,2026-03-15 16:48:13,777666555444333,,KKBK0006789,Kotak Mahindra Bank,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,38000,CASH,,NO,
TXN0005143,2026-07-09 20:49:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,24500,IMPS,,NO,
TXN0005144,2025-10-18 07:11:13,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,777666555444333,,KKBK0006789,Kotak Mahindra Bank,2000,CASH,,NO,
TXN0005145,2025-10-04 06:47:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,15000,UPI,,NO,
TXN0005146,2026-02-19 15:05:13,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,777666555444333,,KKBK0006789,Kotak Mahindra Bank,37500,CASH,,NO,
TXN0005147,2025-11-17 23:02:13,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,24500,RTGS,,NO,
TXN0005148,2026-04-06 15:48:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,16500,UPI,,NO,
TXN0005149,2026-07-20 10:09:13,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,15000,HAWALA,,NO,
TXN0005150,2026-03-16 12:44:13,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,777666555444333,,KKBK0006789,Kotak Mahindra Bank,33000,HAWALA,,NO,
TXN0005151,2025-11-18 17:14:13,777666555444333,,KKBK0006789,Kotak Mahindra Bank,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,20500,NEFT,,NO,
TXN0005152,2026-04-14 00:22:13,777666555444333,,KKBK0006789,Kotak Mahindra Bank,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,4500,UPI,,NO,
TXN0005153,2026-05-02 01:28:13,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,16000,HAWALA,,NO,
TXN0005154,2025-10-06 18:22:13,777666555444333,,KKBK0006789,Kotak Mahindra Bank,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,42500,IMPS,,NO,
TXN0005155,2026-06-25 22:53:13,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,36500,CASH,,NO,
TXN0005156,2026-06-15 19:47:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,11000,NEFT,,NO,
TXN0005157,2026-01-22 10:51:13,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,27000,RTGS,,NO,
TXN0005158,2025-11-12 13:09:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,50000,NEFT,,NO,
TXN0005159,2026-02-11 23:58:13,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,34000,IMPS,,NO,
TXN0005160,2025-12-09 13:08:13,777666555444333,,KKBK0006789,Kotak Mahindra Bank,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,14000,IMPS,,NO,
TXN0005161,2026-07-20 04:08:13,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,777666555444333,,KKBK0006789,Kotak Mahindra Bank,41500,HAWALA,,NO,
TXN0005162,2026-02-01 23:50:13,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,29000,UPI,,NO,
TXN0005163,2025-11-15 01:15:13,777666555444333,,KKBK0006789,Kotak Mahindra Bank,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,28000,IMPS,,NO,
TXN0005164,2026-03-26 17:14:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,2500,UPI,,NO,
TXN0005165,2026-08-12 12:12:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,10500,IMPS,,NO,
TXN0005166,2026-01-11 18:56:13,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,11000,HAWALA,,NO,
TXN0005167,2026-02-02 17:32:13,777666555444333,,KKBK0006789,Kotak Mahindra Bank,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,10500,UPI,,NO,
TXN0005168,2025-11-26 07:01:13,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,32000,NEFT,,NO,
TXN0005169,2026-07-03 03:46:13,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,37000,CASH,,NO,
TXN0005170,2026-06-05 17:19:13,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,10500,HAWALA,,NO,
TXN0005171,2026-07-26 19:06:13,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,4000,UPI,,NO,
TXN0005172,2026-02-23 04:23:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,46500,CASH,,NO,
TXN0005173,2026-05-27 17:33:13,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,5500,IMPS,,NO,
TXN0005174,2026-04-03 00:34:13,777666555444333,,KKBK0006789,Kotak Mahindra Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,20000,HAWALA,,NO,
TXN0005175,2026-04-13 14:18:13,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,7500,UPI,,NO,
TXN0005176,2026-06-29 23:44:13,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,14000,CASH,,NO,
TXN0005177,2025-10-11 22:48:13,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,35500,UPI,,NO,
TXN0005178,2026-04-20 20:43:13,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,2000,UPI,,NO,
TXN0005179,2026-03-31 17:52:13,777666555444333,,KKBK0006789,Kotak Mahindra Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,16500,CASH,,NO,
TXN0005180,2026-08-17 06:29:13,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,26500,NEFT,,NO,
TXN0005181,2026-01-24 01:54:13,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,26500,HAWALA,,NO,
TXN0005182,2026-04-14 14:16:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,41000,HAWALA,,NO,
TXN0005183,2026-05-02 05:09:13,777666555444333,,KKBK0006789,Kotak Mahindra Bank,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,11000,IMPS,,NO,
TXN0005184,2026-03-18 12:07:13,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,9500,RTGS,,NO,
TXN0005185,2026-07-25 15:16:13,777666555444333,,KKBK0006789,Kotak Mahindra Bank,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,14500,RTGS,,NO,
TXN0005186,2026-06-26 02:00:13,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,777666555444333,,KKBK0006789,Kotak Mahindra Bank,10500,HAWALA,,NO,
TXN0005187,2026-03-12 00:08:13,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,36000,HAWALA,,NO,
TXN0005188,2026-03-12 02:19:13,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,3000,UPI,,NO,
