call_id,caller_number,receiver_number,timestamp,duration_seconds,call_type,cell_tower_id,tower_location,imei_caller,imei_receiver,source_case_id,flagged_suspicious
CDR001177,+91-87654-32100,+91-98110-44501,2026-04-15 04:26:13,48,VOICE,CT002,"Karol Bagh, Delhi",358445445085316,355180240565865,,NO
CDR001178,+91-94221-11111,+91-98765-32100,2026-07-07 18:23:13,169,VOICE,CT001,"Rohini Sector 7, Delhi",352105769883125,359795685631174,,NO
CDR001179,+91-98110-44501,+91-99300-67890,2026-07-11 22:12:13,0,SMS,CT003,"Okhla Phase II, Delhi",355232058119910,358329665188981,,NO
CDR001180,+91-70011-12345,+91-98765-32100,2026-08-31 15:05:13,139,VOICE,CT006,"Andheri East, Mumbai",351358862350105,351766523393488,,NO
CDR001181,+91-76543-21000,+91-81111-55555,2026-06-04 23:55:13,71,VOICE,CT005,"Meerut City, UP",352823764476616,353346480300166,,NO
CDR001182,+91-98110-44501,+91-81111-55555,2026-07-30 20:03:13,171,VOICE,CT006,"Andheri East, Mumbai",352108680749807,359052821465982,,NO
CDR001183,+91-98110-44501,+91-94221-11111,2026-03-16 22:53:13,89,VOICE,CT004,"Bandra West, Mumbai",358007305215431,359330273886025,,NO
CDR001184,+91-94221-11111,+91-98110-44501,2026-06-04 23:28:13,0,SMS,CT004,"Bandra West, Mumbai",356839676900044,353187311810073,,NO
CDR001185,+91-81111-55555,+91-76543-21000,2026-06-20 07:44:13,0,SMS,CT007,"Salt Lake, Kolkata",357461767659875,355692334560036,,NO
CDR001186,+91-98765-32100,+91-76543-21000,2026-03-07 14:51:13,0,SMS,CT002,"Karol Bagh, Delhi",352805265856915,356768484971888,,NO
CDR001187,+91-87654-32100,+91-76543-21000,2026-06-02 11:35:13,0,SMS,CT003,"Okhla Phase II, Delhi",357205848098668,355829411295939,,NO
CDR001188,+91-98110-44501,+91-98765-32100,2026-08-24 21:16:13,0,SMS,CT007,"Salt Lake, Kolkata",353508394648816,351611767293985,,NO
CDR001189,+91-70011-12345,+91-98765-32100,2026-06-08 10:09:13,0,SMS,CT004,"Bandra West, Mumbai",357542828472248,358002372730508,,NO
CDR001190,+91-81111-55555,+91-94221-11111,2025-12-18 20:44:13,137,VOICE,CT004,"Bandra West, Mumbai",357809746863168,355604710720952,,NO
CDR001191,+91-94221-11111,+91-87654-32100,2026-08-13 03:40:13,0,SMS,CT004,"Bandra West, Mumbai",358950302515994,358832789280963,,NO
CDR001192,+91-98765-32100,+91-81111-55555,2026-05-02 07:27:13,50,VOICE,CT006,"Andheri East, Mumbai",354065050582792,357359960498083,,NO
CDR001193,+91-99300-67890,+91-98765-32100,2026-04-05 12:34:13,102,VOICE,CT004,"Bandra West, Mumbai",359222151865951,353282996939736,,NO
CDR001194,+91-94221-11111,+91-76543-21000,2026-07-02 15:37:13,0,SMS,CT008,"MG Road, Gurgaon",358915943262855,357062420898992,,NO
CDR001195,+91-70011-12345,+91-76543-21000,2026-08-27 01:52:13,52,VOICE,CT001,"Rohini Sector 7, Delhi",356674347440818,357086937045938,,NO
CDR001196,+91-94221-11111,+91-98765-32100,2026-04-24 02:13:13,87,VOICE,CT005,"Meerut City, UP",359839443967107,353966280454291,,NO
CDR001197,+91-81111-55555,+91-98110-44501,2025-12-28 18:22:13,157,VOICE,CT001,"Rohini Sector 7, Delhi",358329671517556,359757568393494,,NO
CDR001198,+91-87654-32100,+91-99300-67890,2026-07-25 00:17:13,0,SMS,CT007,"Salt Lake, Kolkata",353779101165048,358311922429037,,NO
CDR001199,+91-99300-67890,+91-81111-55555,2026-05-17 21:28:13,0,SMS,CT003,"Okhla Phase II, Delhi",353299519978164,357518732419296,,NO
CDR001200,+91-98765-32100,+91-81111-55555,2026-02-05 06:01:13,0,SMS,CT004,"Bandra West, Mumbai",353479260933294,351889474033174,,NO
CDR001201,+91-94221-11111,+91-76543-21000,2026-02-24 08:32:13,157,VOICE,CT007,"Salt Lake, Kolkata",356500655361919,359762417654301,,NO
CDR001202,+91-94221-11111,+91-87654-32100,2026-06-24 14:02:13,71,VOICE,CT001,"Rohini Sector 7, Delhi",351856214164793,355948019394380,,NO
CDR001203,+91-94221-11111,+91-98110-44501,2026-02-11 06:19:13,0,SMS,CT002,"Karol Bagh, Delhi",357435592972477,358043940680060,,NO
CDR001204,+91-98110-44501,+91-99300-67890,2026-01-11 10:05:13,0,SMS,CT006,"Andheri East, Mumbai",355920099172155,353089978516181,,NO
CDR001205,+91-70011-12345,+91-98765-32100,2026-05-27 14:56:13,0,SMS,CT007,"Salt Lake, Kolkata",353537273255367,358063112899169,,NO
CDR001206,+91-98110-44501,+91-70011-12345,2026-08-27 11:42:13,0,SMS,CT006,"Andheri East, Mumbai",353458935373590,356603270461529,,NO
CDR001207,+91-70011-12345,+91-76543-21000,2026-08-21 14:07:13,0,SMS,CT005,"Meerut City, UP",356272342613487,357476882137563,,NO
CDR001208,+91-81111-55555,+91-98765-32100,2025-12-18 17:03:13,0,SMS,CT007,"Salt Lake, Kolkata",353999950684436,353600088119141,,NO
CDR001209,+91-99300-67890,+91-98110-44501,2025-12-14 11:53:13,117,VOICE,CT002,"Karol Bagh, Delhi",358263440089846,354589263368220,,NO
CDR001210,+91-76543-21000,+91-87654-32100,2026-08-27 04:08:13,93,VOICE,CT001,"Rohini Sector 7, Delhi",356520651425443,354049240745780,,NO
CDR001211,+91-87654-32100,+91-81111-55555,2026-08-09 03:48:13,0,SMS,CT006,"Andheri East, Mumbai",354956946923764,356239783909667,,NO
CDR001212,+91-94221-11111,+91-99300-67890,2026-08-07 09:08:13,0,SMS,CT008,"MG Road, Gurgaon",356060645965864,357944876907801,,NO
CDR001213,+91-81111-55555,+91-70011-12345,2026-05-01 19:38:13,98,VOICE,CT005,"Meerut City, UP",358782154364215,355512533039320,,NO
CDR001214,+91-87654-32100,+91-99300-67890,2026-04-23 01:39:13,0,SMS,CT004,"Bandra West, Mumbai",355211588367895,351890099579646,,NO
CDR001215,+91-98110-44501,+91-98765-32100,2026-08-03 01:16:13,0,SMS,CT007,"Salt Lake, Kolkata",353421377002664,353778539325978,,NO
CDR001216,+91-76543-21000,+91-87654-32100,2026-05-01 07:51:13,175,VOICE,CT008,"MG Road, Gurgaon",352575259679055,354083449238559,,NO
CDR001217,+91-76543-21000,+91-70011-12345,2026-08-15 03:32:13,0,SMS,CT001,"Rohini Sector 7, Delhi",351159074705978,352888079576076,,NO
CDR001218,+91-81111-55555,+91-94221-11111,2026-02-11 14:02:13,0,SMS,CT008,"MG Road, Gurgaon",354389901022893,352983453752619,,NO
CDR001219,+91-81111-55555,+91-70011-12345,2026-03-09 22:20:13,0,SMS,CT008,"MG Road, Gurgaon",354084616139957,352526121824371,,NO
CDR001220,+91-76543-21000,+91-98765-32100,2026-08-06 08:32:13,73,VOICE,CT003,"Okhla Phase II, Delhi",355587054407283,355141995912819,,NO
CDR001221,+91-87654-32100,+91-94221-11111,2025-12-10 06:14:13,0,SMS,CT006,"Andheri East, Mumbai",352091936605032,353081632290807,,NO
CDR001222,+91-87654-32100,+91-94221-11111,2026-08-19 20:22:13,0,SMS,CT003,"Okhla Phase II, Delhi",357465192957343,354885290231784,,NO
CDR001223,+91-99300-67890,+91-70011-12345,2026-07-25 21:11:13,105,VOICE,CT008,"MG Road, Gurgaon",357363869217878,352973813075084,,NO
CDR001224,+91-98110-44501,+91-99300-67890,2026-05-21 14:01:13,39,VOICE,CT003,"Okhla Phase II, Delhi",354614989341746,352599827334265,,NO
CDR001225,+91-87654-32100,+91-98110-44501,2026-08-24 11:02:13,154,VOICE,CT008,"MG Road, Gurgaon",356423714402614,351385358553663,,NO
CDR001226,+91-76543-21000,+91-94221-11111,2026-01-10 23:00:13,98,VOICE,CT001,"Rohini Sector 7, Delhi",352123994594419,352215021416448,,NO
CDR001227,+91-87654-32100,+91-98110-44501,2026-03-07 02:22:13,0,SMS,CT005,"Meerut City, UP",358395778131035,357729747034234,,NO
CDR001228,+91-87654-32100,+91-76543-21000,2026-02-11 18:28:13,99,VOICE,CT007,"Salt Lake, Kolkata",354140130618964,354921213763138,,NO
CDR001229,+91-94221-11111,+91-87654-32100,2026-04-01 05:02:13,0,SMS,CT007,"Salt Lake, Kolkata",353728790977712,354316898659093,,NO
CDR001230,+91-98765-32100,+91-98110-44501,2026-04-07 03:37:13,35,VOICE,CT007,"Salt Lake, Kolkata",351590961490268,351858444615735,,NO
CDR001231,+91-99300-67890,+91-98110-44501,2026-04-03 14:46:13,0,SMS,CT007,"Salt Lake, Kolkata",351995470613252,359861119409367,,NO
CDR001232,+91-94221-11111,+91-99300-67890,2026-04-05 07:29:13,0,SMS,CT006,"Andheri East, Mumbai",358272329003485,355841718784356,,NO
CDR001233,+91-98110-44501,+91-70011-12345,2025-12-29 09:14:13,0,SMS,CT007,"Salt Lake, Kolkata",357707327343247,358182973419604,,NO
CDR001234,+91-70011-12345,+91-94221-11111,2026-08-04 05:27:13,67,VOICE,CT007,"Salt Lake, Kolkata",353541364691166,359146718775486,,NO
CDR001235,+91-98110-44501,+91-76543-21000,2026-06-21 04:49:13,62,VOICE,CT007,"Salt Lake, Kolkata",352625091403599,354353636763751,,NO
CDR001236,+91-98110-44501,+91-94221-11111,2026-01-11 04:24:13,160,VOICE,CT007,"Salt Lake, Kolkata",354816331203390,354674256020520,,NO
CDR001237,+91-81111-55555,+91-94221-11111,2026-03-12 20:40:13,132,VOICE,CT001,"Rohini Sector 7, Delhi",355268830020396,354597910289811,,NO
CDR001238,+91-76543-21000,+91-99300-67890,2026-06-17 12:07:13,0,SMS,CT006,"Andheri East, Mumbai",357320683129372,355601234637645,,NO
CDR001239,+91-81111-55555,+91-87654-32100,2026-08-02 08:31:13,62,VOICE,CT008,"MG Road, Gurgaon",356503445271701,351804936700913,,NO
CDR001240,+91-99300-67890,+91-70011-12345,2026-07-06 06:42:13,0,SMS,CT001,"Rohini Sector 7, Delhi",356803343454203,357679662067747,,NO
CDR001241,+91-99300-67890,+91-87654-32100,2026-08-12 21:14:13,0,SMS,CT006,"Andheri East, Mumbai",359631765830084,353961211712424,,NO
CDR001242,+91-81111-55555,+91-70011-12345,2026-03-09 15:14:13,0,SMS,CT003,"Okhla Phase II, Delhi",352034903452215,351594955810989,,NO
CDR001243,+91-98765-32100,+91-98110-44501,2026-02-13 17:47:13,0,SMS,CT001,"Rohini Sector 7, Delhi",351159562457344,359895816663852,,NO
CDR001244,+91-87654-32100,+91-81111-55555,2026-08-10 21:33:13,0,SMS,CT001,"Rohini Sector 7, Delhi",351207925115648,355834940002134,,NO
CDR001245,+91-94221-11111,+91-98110-44501,2026-01-28 01:06:13,48,VOICE,CT007,"Salt Lake, Kolkata",354376879247925,355700216534757,,NO
CDR001246,+91-76543-21000,+91-98765-32100,2026-07-28 15:48:13,0,SMS,CT006,"Andheri East, Mumbai",356275189889023,352420980769179,,NO
CDR001247,+91-98110-44501,+91-98765-32100,2026-06-16 15:03:13,0,SMS,CT007,"Salt Lake, Kolkata",352452435032897,356827344523970,,NO
CDR001248,+91-98765-32100,+91-98110-44501,2026-08-05 05:35:13,29,VOICE,CT004,"Bandra West, Mumbai",351578352175352,356535570435972,,NO
CDR001249,+91-98110-44501,+91-99300-67890,2026-01-13 06:43:13,0,SMS,CT003,"Okhla Phase II, Delhi",355228670001302,357845531229952,,NO
CDR001250,+91-81111-55555,+91-76543-21000,2026-08-18 20:55:13,23,VOICE,CT003,"Okhla Phase II, Delhi",358688411017095,356991805873808,,NO
CDR001251,+91-76543-21000,+91-81111-55555,2026-07-23 12:47:13,0,SMS,CT001,"Rohini Sector 7, Delhi",357605406911694,354266029917764,,NO
CDR001252,+91-76543-21000,+91-98765-32100,2026-01-10 23:50:13,49,VOICE,CT005,"Meerut City, UP",356572245996573,352874154936764,,NO
CDR001253,+91-98765-32100,+91-98110-44501,2026-06-07 05:39:13,0,SMS,CT005,"Meerut City, UP",352533872437929,358581422119038,,NO
CDR001254,+91-87654-32100,+91-76543-21000,2026-01-19 09:08:13,33,VOICE,CT002,"Karol Bagh, Delhi",356707085707749,357776873067111,,NO
CDR001255,+91-98110-44501,+91-94221-11111,2026-01-17 21:30:13,0,SMS,CT007,"Salt Lake, Kolkata",353982945430360,357698797424240,,NO
CDR001256,+91-94221-11111,+91-87654-32100,2026-02-28 10:50:13,117,VOICE,CT003,"Okhla Phase II, Delhi",359518207574084,352356276225812,,NO
CDR001257,+91-81111-55555,+91-94221-11111,2026-03-15 11:39:13,0,SMS,CT004,"Bandra West, Mumbai",356356406141215,356842855006681,,NO
CDR001258,+91-76543-21000,+91-81111-55555,2026-07-13 18:11:13,0,SMS,CT008,"MG Road, Gurgaon",356283394424243,359427588485323,,NO
CDR001259,+91-81111-55555,+91-70011-12345,2026-05-03 21:17:13,0,SMS,CT007,"Salt Lake, Kolkata",359639897527631,355263966111997,,NO
CDR001260,+91-81111-55555,+91-76543-21000,2026-06-09 01:32:13,0,SMS,CT005,"Meerut City, UP",354515704967647,354163439388958,,NO
CDR001261,+91-98110-44501,+91-87654-32100,2026-05-03 19:37:13,0,SMS,CT004,"Bandra West, Mumbai",353450275849710,356328479604630,,NO
CDR001262,+91-99300-67890,+91-94221-11111,2026-06-16 00:01:13,0,SMS,CT003,"Okhla Phase II, Delhi",358360249845003,351646580032778,,NO
CDR001263,+91-81111-55555,+91-98765-32100,2026-06-04 03:14:13,166,VOICE,CT002,"Karol Bagh, Delhi",356835798335891,352861569631656,,NO
CDR001264,+91-98110-44501,+91-98765-32100,2026-08-23 21:06:13,152,VOICE,CT005,"Meerut City, UP",354889416020127,357581804501791,,NO
CDR001265,+91-76543-21000,+91-87654-32100,2025-12-17 12:39:13,0,SMS,CT003,"Okhla Phase II, Delhi",358315598176819,353040478209155,,NO
CDR001266,+91-70011-12345,+91-81111-55555,2026-07-26 04:06:13,0,SMS,CT005,"Meerut City, UP",357126697515472,352715737053610,,NO
CDR001267,+91-81111-55555,+91-98765-32100,2026-01-31 22:27:13,97,VOICE,CT005,"Meerut City, UP",352922633390933,356820368463713,,NO
CDR001268,+91-76543-21000,+91-87654-32100,2026-03-09 03:13:13,0,SMS,CT004,"Bandra West, Mumbai",358604915229891,351512800121619,,NO
CDR001269,+91-99300-67890,+91-87654-32100,2025-12-07 19:46:13,0,SMS,CT007,"Salt Lake, Kolkata",355897146555069,357434663995794,,NO
CDR001270,+91-81111-55555,+91-99300-67890,2026-04-18 19:28:13,135,VOICE,CT008,"MG Road, Gurgaon",356513187991238,357835856938123,,NO
CDR001271,+91-76543-21000,+91-98765-32100,2026-07-27 16:44:13,0,SMS,CT006,"Andheri East, Mumbai",356506723374758,355196689260157,,NO
CDR001272,+91-94221-11111,+91-98765-32100,2026-02-15 13:57:13,0,SMS,CT003,"Okhla Phase II, Delhi",358440531378428,359560667626989,,NO
CDR001273,+91-87654-32100,+91-94221-11111,2026-05-15 12:12:13,23,VOICE,CT003,"Okhla Phase II, Delhi",357317319314812,351171591854605,,NO
CDR001274,+91-87654-32100,+91-70011-12345,2026-08-20 18:04:13,0,SMS,CT004,"Bandra West, Mumbai",358312146284381,359596135888029,,NO
CDR001275,+91-70011-12345,+91-98765-32100,2026-05-02 22:50:13,67,VOICE,CT001,"Rohini Sector 7, Delhi",356078960355307,359713483275714,,NO
CDR001276,+91-94221-11111,+91-81111-55555,2026-03-26 10:39:13,0,SMS,CT001,"Rohini Sector 7, Delhi",356236628274060,358911468187738,,NO
CDR001277,+91-94221-11111,+91-81111-55555,2026-02-03 04:46:13,0,SMS,CT002,"Karol Bagh, Delhi",358531795399047,353961546460241,,NO
CDR001278,+91-81111-55555,+91-94221-11111,2026-08-25 19:25:13,0,SMS,CT005,"Meerut City, UP",353384115838248,358240394411108,,NO
CDR001279,+91-98110-44501,+91-94221-11111,2026-04-11 02:18:13,92,VOICE,CT003,"Okhla Phase II, Delhi",355354360173104,357909211817271,,NO
CDR001280,+91-87654-32100,+91-70011-12345,2026-06-15 11:37:13,0,SMS,CT005,"Meerut City, UP",358087095877465,358998814253768,,NO
CDR001281,+91-87654-32100,+91-81111-55555,2026-07-27 18:15:13,188,VOICE,CT001,"Rohini Sector 7, Delhi",357998797060797,359702513636811,,NO
CDR001282,+91-94221-11111,+91-81111-55555,2026-02-09 16:27:13,0,SMS,CT005,"Meerut City, UP",351807661767842,351285441730182,,NO
CDR001283,+91-98765-32100,+91-70011-12345,2025-12-05 10:45:13,0,SMS,CT008,"MG Road, Gurgaon",353323188214097,353797320212182,,NO
CDR001284,+91-94221-11111,+91-98765-32100,2026-01-16 09:15:13,0,SMS,CT006,"Andheri East, Mumbai",351911243991576,358551558146497,,NO
CDR001285,+91-98110-44501,+91-99300-67890,2026-02-10 15:47:13,142,VOICE,CT008,"MG Road, Gurgaon",358828350916894,351141773807907,,NO
CDR001286,+91-81111-55555,+91-98765-32100,2026-08-05 23:47:13,108,VOICE,CT007,"Salt Lake, Kolkata",352803052855293,356510886287997,,NO
CDR001287,+91-81111-55555,+91-94221-11111,2026-02-11 18:16:13,0,SMS,CT003,"Okhla Phase II, Delhi",352203204392135,353889009838466,,NO
CDR001288,+91-87654-32100,+91-81111-55555,2026-07-03 17:16:13,123,VOICE,CT004,"Bandra West, Mumbai",354821919437064,353461447755004,,NO
CDR001289,+91-98765-32100,+91-76543-21000,2026-05-15 01:48:13,0,SMS,CT006,"Andheri East, Mumbai",355364048618226,356014836426926,,NO
CDR001290,+91-98110-44501,+91-94221-11111,2026-06-23 07:14:13,23,VOICE,CT004,"Bandra West, Mumbai",359706926671083,352981637289394,,NO
CDR001291,+91-99300-67890,+91-87654-32100,2026-06-07 07:41:13,109,VOICE,CT002,"Karol Bagh, Delhi",358402669826193,354039475092038,,NO
CDR001292,+91-87654-32100,+91-98765-32100,2025-12-12 05:46:13,20,VOICE,CT001,"Rohini Sector 7, Delhi",352064819370005,359913766428917,,NO
CDR001293,+91-94221-11111,+91-76543-21000,2026-01-16 18:07:13,0,SMS,CT007,"Salt Lake, Kolkata",355879738605761,356450672545334,,NO
CDR001294,+91-98765-32100,+91-99300-67890,2026-06-23 16:13:13,0,SMS,CT003,"Okhla Phase II, Delhi",352162403497782,352018932188946,,NO
CDR001295,+91-99300-67890,+91-98765-32100,2026-07-25 17:11:13,24,VOICE,CT007,"Salt Lake, Kolkata",354091262588488,351219556335911,,NO
CDR001296,+91-70011-12345,+91-98110-44501,2026-05-31 14:06:13,0,SMS,CT003,"Okhla Phase II, Delhi",355560055965394,357541952292229,,NO
CDR001297,+91-70011-12345,+91-94221-11111,2026-05-25 10:50:13,144,VOICE,CT002,"Karol Bagh, Delhi",355625954105896,359727704558737,,NO
CDR001298,+91-87654-32100,+91-81111-55555,2026-02-28 08:43:13,0,SMS,CT001,"Rohini Sector 7, Delhi",353030328873203,351045135059218,,NO
CDR001299,+91-99300-67890,+91-98110-44501,2026-06-19 01:44:13,0,SMS,CT008,"MG Road, Gurgaon",351622158161504,354948876122485,,NO
CDR001300,+91-81111-55555,+91-99300-67890,2026-04-22 00:09:13,0,SMS,CT007,"Salt Lake, Kolkata",353101840206629,351927291775794,,NO
CDR001301,+91-70011-12345,+91-99300-67890,2026-01-09 12:28:13,0,SMS,CT001,"Rohini Sector 7, Delhi",356466826988627,352517529202265,,NO
CDR001302,+91-87654-32100,+91-98110-44501,2026-05-03 16:23:13,87,VOICE,CT006,"Andheri East, Mumbai",359161479752733,359680008035148,,NO
CDR001303,+91-70011-12345,+91-98110-44501,2026-04-03 14:55:13,172,VOICE,CT007,"Salt Lake, Kolkata",351171271263926,356896779602189,,NO
CDR001304,+91-98110-44501,+91-76543-21000,2026-03-20 13:48:13,117,VOICE,CT005,"Meerut City, UP",353508247841048,355925089045321,,NO
CDR001305,+91-98765-32100,+91-98110-44501,2026-06-13 12:20:13,0,SMS,CT004,"Bandra West, Mumbai",359890992802822,357939893896849,,NO
CDR001306,+91-98765-32100,+91-98110-44501,2026-04-05 06:49:13,90,VOICE,CT007,"Salt Lake, Kolkata",356593448659224,355782243180610,,NO
CDR001307,+91-99300-67890,+91-98765-32100,2026-01-29 01:39:13,52,VOICE,CT004,"Bandra West, Mumbai",359196728475236,358152469310553,,NO
CDR001308,+91-98765-32100,+91-81111-55555,2026-05-11 11:49:13,0,SMS,CT004,"Bandra West, Mumbai",353112490325450,353770642260679,,NO
CDR001309,+91-94221-11111,+91-98110-44501,2026-02-18 00:18:13,0,SMS,CT004,"Bandra West, Mumbai",357972259824927,351861198751712,,NO
CDR001310,+91-70011-12345,+91-98110-44501,2026-04-11 01:02:13,0,SMS,CT007,"Salt Lake, Kolkata",353460130680215,351206680067987,,NO
CDR001311,+91-98110-44501,+91-99300-67890,2026-06-28 09:16:13,171,VOICE,CT003,"Okhla Phase II, Delhi",355555182694644,351382574156849,,NO
CDR001312,+91-98765-32100,+91-99300-67890,2026-01-21 07:40:13,20,VOICE,CT008,"MG Road, Gurgaon",359112945319484,353955154986917,,NO
CDR001313,+91-87654-32100,+91-98110-44501,2026-03-03 08:46:13,0,SMS,CT007,"Salt Lake, Kolkata",354293846085649,355923213558935,,NO
CDR001314,+91-87654-32100,+91-70011-12345,2026-05-05 12:59:13,150,VOICE,CT001,"Rohini Sector 7, Delhi",352071504278887,355918114315109,,NO
CDR001315,+91-76543-21000,+91-70011-12345,2026-08-31 05:13:13,149,VOICE,CT007,"Salt Lake, Kolkata",351342716255034,357730168241696,,NO
CDR001316,+91-81111-55555,+91-87654-32100,2026-08-19 07:57:13,0,SMS,CT008,"MG Road, Gurgaon",354162257442302,356609339228176,,NO
CDR001317,+91-99300-67890,+91-98110-44501,2026-08-03 13:55:13,159,VOICE,CT005,"Meerut City, UP",355097397107092,353808796855957,,NO
CDR001318,+91-98765-32100,+91-99300-67890,2026-01-02 05:09:13,0,SMS,CT004,"Bandra West, Mumbai",357832422767579,354057351943586,,NO
CDR001319,+91-70011-12345,+91-99300-67890,2025-12-19 20:17:13,0,SMS,CT006,"Andheri East, Mumbai",354315492996931,359662821852218,,NO
CDR001320,+91-94221-11111,+91-70011-12345,2026-01-19 22:47:13,164,VOICE,CT008,"MG Road, Gurgaon",351348832128238,359407512077436,,NO
CDR001321,+91-98110-44501,+91-81111-55555,2026-05-28 19:44:13,92,VOICE,CT004,"Bandra West, Mumbai",351382507880264,357571611483744,,NO
CDR001322,+91-76543-21000,+91-98765-32100,2026-05-19 01:43:13,0,SMS,CT006,"Andheri East, Mumbai",354063674403846,354927132662601,,NO
CDR001323,+91-70011-12345,+91-76543-21000,2026-02-08 03:19:13,0,SMS,CT005,"Meerut City, UP",357887292882180,351569373002972,,NO
CDR001324,+91-70011-12345,+91-81111-55555,2026-08-16 01:54:13,200,VOICE,CT004,"Bandra West, Mumbai",355183632323273,353952014854629,,NO
CDR001325,+91-98765-32100,+91-81111-55555,2026-04-19 03:48:13,187,VOICE,CT008,"MG Road, Gurgaon",357163569246124,351846114059849,,NO
CDR001326,+91-76543-21000,+91-87654-32100,2026-07-04 13:29:13,106,VOICE,CT007,"Salt Lake, Kolkata",352784023533379,359434580500910,,NO
CDR001327,+91-99300-67890,+91-70011-12345,2025-12-22 06:34:13,91,VOICE,CT008,"MG Road, Gurgaon",352301824881349,353990765293079,,NO
CDR001328,+91-76543-21000,+91-70011-12345,2026-05-27 17:12:13,133,VOICE,CT002,"Karol Bagh, Delhi",351544191703731,353901910266527,,NO
CDR001329,+91-76543-21000,+91-70011-12345,2026-05-23 03:45:13,114,VOICE,CT001,"Rohini Sector 7, Delhi",356232479298914,352684647442155,,NO
CDR001330,+91-98110-44501,+91-76543-21000,2026-01-01 08:33:13,119,VOICE,CT008,"MG Road, Gurgaon",356180106919907,354511051275585,,NO
CDR001331,+91-98765-32100,+91-98110-44501,2026-05-03 00:03:13,39,VOICE,CT004,"Bandra West, Mumbai",359282404055955,355662878661585,,NO
CDR001332,+91-98765-32100,+91-76543-21000,2026-06-18 08:44:13,0,SMS,CT003,"Okhla Phase II, Delhi",351783598638105,358736366947672,,NO
CDR001333,+91-87654-32100,+91-94221-11111,2026-01-05 02:21:13,0,SMS,CT004,"Bandra West, Mumbai",352507948855506,357050183597253,,NO
CDR001334,+91-76543-21000,+91-99300-67890,2026-08-29 11:07:13,0,SMS,CT001,"Rohini Sector 7, Delhi",359353438065159,359376198301966,,NO
CDR001335,+91-94221-11111,+91-98765-32100,2026-08-19 16:30:13,142,VOICE,CT007,"Salt Lake, Kolkata",353592529332251,358901696958282,,NO
CDR001336,+91-70011-12345,+91-98110-44501,2026-07-15 04:25:13,170,VOICE,CT007,"Salt Lake, Kolkata",355538041174814,352180288553765,,NO
CDR001337,+91-98765-32100,+91-76543-21000,2026-04-25 14:02:13,0,SMS,CT007,"Salt Lake, Kolkata",358382111128881,358289042766057,,NO
CDR001338,+91-98765-32100,+91-94221-11111,2026-04-19 10:14:13,0,SMS,CT006,"Andheri East, Mumbai",359321967124895,354028112857507,,NO
CDR001339,+91-94221-11111,+91-76543-21000,2025-12-24 10:29:13,0,SMS,CT003,"Okhla Phase II, Delhi",356832045714972,355181968913016,,NO
CDR001340,+91-98110-44501,+91-87654-32100,2025-12-15 08:25:13,0,SMS,CT005,"Meerut City, UP",356333463123973,355931957972888,,NO
CDR001341,+91-87654-32100,+91-98765-32100,2026-05-07 21:01:13,92,VOICE,CT004,"Bandra West, Mumbai",352570435699854,358770403016115,,NO
CDR001342,+91-99300-67890,+91-76543-21000,2026-01-02 14:23:13,0,SMS,CT008,"MG Road, Gurgaon",352151734016795,358097462642133,,NO
CDR001343,+91-70011-12345,+91-98110-44501,2026-03-16 22:48:13,18,VOICE,CT003,"Okhla Phase II, Delhi",351891018662389,357343314642332,,NO
CDR001344,+91-99300-67890,+91-94221-11111,2026-08-20 10:13:13,0,SMS,CT006,"Andheri East, Mumbai",353181512989883,351539796533610,,NO
CDR001345,+91-99300-67890,+91-81111-55555,2026-03-05 13:10:13,0,SMS,CT008,"MG Road, Gurgaon",357152761128185,353874811659250,,NO
CDR001346,+91-94221-11111,+91-98765-32100,2026-06-19 22:43:13,156,VOICE,CT005,"Meerut City, UP",355733941863012,358205458701690,,NO
CDR001347,+91-87654-32100,+91-70011-12345,2026-03-29 06:11:13,88,VOICE,CT003,"Okhla Phase II, Delhi",358452951000459,357626685640524,,NO
CDR001348,+91-81111-55555,+91-87654-32100,2026-07-31 07:16:13,143,VOICE,CT005,"Meerut City, UP",351129288446020,355971893011753,,NO
CDR001349,+91-94221-11111,+91-98765-32100,2026-05-26 06:13:13,93,VOICE,CT008,"MG Road, Gurgaon",355874192991911,354312703083283,,NO
CDR001350,+91-70011-12345,+91-99300-67890,2026-05-17 18:41:13,0,SMS,CT001,"Rohini Sector 7, Delhi",351449774486530,359751663305956,,NO
CDR001351,+91-76543-21000,+91-98110-44501,2026-03-28 19:07:13,0,SMS,CT004,"Bandra West, Mumbai",359922186807242,354184968423450,,NO
CDR001352,+91-94221-11111,+91-98765-32100,2026-04-16 21:24:13,153,VOICE,CT008,"MG Road, Gurgaon",354908803779182,354927126039130,,NO
CDR001353,+91-94221-11111,+91-76543-21000,2026-04-17 15:51:13,0,SMS,CT006,"Andheri East, Mumbai",359276907846961,352252501174783,,NO
CDR001354,+91-87654-32100,+91-99300-67890,2026-05-06 10:36:13,0,SMS,CT002,"Karol Bagh, Delhi",353414419208875,354526135284302,,NO
CDR001355,+91-81111-55555,+91-76543-21000,2026-05-15 19:44:13,30,VOICE,CT008,"MG Road, Gurgaon",356851839600943,356511202495224,,NO
CDR001356,+91-87654-32100,+91-94221-11111,2026-02-24 13:23:13,32,VOICE,CT004,"Bandra West, Mumbai",358097130273701,357745149073288,,NO
